"id","sharemediatext","postlength","seniority","job_function","industry","continent","gender","connections","profile_completeness","company_size","ssi"
"127098376827178788","I want to share two concepts that I think could really help with your targeting. You first need the upgraded version of LinkedIn called Sales Navigator.  The concepts are:  1) Targeting people with iterative searches. In many cases, you can find people who aren’t normally being searched for by using synonyms of in the keywords section that you normally would not use and that others are not using. For example, instead of typing  real estate agent, type estate specialist. This pulls up a group of people who are not being engaged with. You could very well be the first person to message them.   2) Targeting people who are LinkedIn virgins. In sales navigator, you can target people who just opened up a LinkedIn account yesterday. If you message those people, they likely have never gotten a message before, so they will be even more receptive than the normal person.   These tips are a specific nuance that can really help you get prospects attention.   For more, follow Frank Aziz  Tolls of the trade —>","173","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"127098376827178788","On LinkedIn, you start winning big when you are hard to forget. Remember that depth is far more valuable than width. In other words, the trust you have with your followers is far more valuable than the amount of followers you have. I rather have 100 people that live and breath my content than 2000 people who sort of like my content.   Here’s my 4 step framework to build real relationships and be memorable:  1) Get sales navigator free for 30 days. You can find it at the top right of your home screen where it says, “try premium for free”. In sales navigator, look for an ideal prospect in your ideal industry and send educational content to PEOPLE WITH THE SAME FIRST NAME. Don’t ask for anything in return. Save this group of people.   2) Once you get enough people accepting, make a selfie video thanking them for being in your network and mention them by name. Since you’ve connected with people with the same name, you can be personalized, yet scalable. Calling them works well too.   3) Send another educational piece of content mentioning their name again. Now you’re pulling at their heart strings❤️.   4) Ask for an appointment to talk about how you can help each other.   For more, follow Frank Aziz.   Tools of the trade —> https://lnkd.in/gvFKP6G","221","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"127098376827178788","I want to share two concepts that I think could really help with your targeting. You first need the upgraded version of LinkedIn called Sales Navigator.  The concepts are:  1) Targeting people with iterative searches. In many cases, you can find people who aren’t normally being searched for by using synonyms in the keywords section that you normally would not use and that others are not using. For example, instead of typing  real estate agent, type estate specialist. This pulls up a group of people who are not being engaged with. You could very well be the first person to message them.   2) Targeting people who are LinkedIn virgins. In sales navigator, you can target people who just opened up a LinkedIn account yesterday. If you message those people, they likely have never gotten a message before, so they will be even more receptive than the normal person.   These tips are a specific nuance that can really help you get prospects attention.   For more, follow Frank Aziz  Tools of the trade —> https://lnkd.in/gvFKP6G","173","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"96856691022895817","My LinkedIn $.02 Thought of the Day (No Excuses Edition)  Last night I had the pleasure of listening to Brian Galicia of Microsoft discuss turning relationships into revenue as he demonstrated MSFTs integration of Office365, Dynamics365 CRM & LinkedIn Sales Navigator at the #UTDSales program Sales Executive Roundtable Series here at UTD.   It really was impressive and enlightening.   As somebody whose first #sales contract was signed on slate with a charcoal pencil by the light of an oil lamp, I was struck by two things: 1) It’s never been easier to get information on prospective Customers into the hands of salespeople. 2) None of it matters without competent salespeople.  And none of it matters without sales leaders who actually adopt these systems and who LEAD their salespeople. Technology can make it too easy to sit behind a desk staring at weak pipeline reports and wondering why your people aren't making their numbers.  Sales leaders: You have the sales talent. You have the technology. No excuses.   My $.02☕️🐸😎  AR  #MyLinkedInOhTwo #WeDoWhatYouKnowYouShould #AlanRobinson  PS - Many thanks to Dr. Howard Dover and his excellent UTD sales team for putting this tog","189","Owner","Business Development","Prof Services","North America","Male","13035","54","1-10","70"
"96856691022895817","My LinkedIn $.02 Thought of the Day (No Excuses Edition)  Last night I had the pleasure of listening to Brian Galicia of Microsoft discuss turning relationships into revenue as he demonstrated MSFTs integration of Office365, Dynamics365 CRM & LinkedIn Sales Navigator at the #UTDSales program Sales Executive Roundtable Series here at UTD.   It really was impressive and enlightening.   As somebody whose first #sales contract was signed on slate with a charcoal pencil by the light of an oil lamp, I was struck by two things: 1) It’s never been easier to get information on prospective Customers into the hands of salespeople. 2) None of it matters without competent salespeople.  And none of it matters without sales leaders who actually adopt these systems and who LEAD their salespeople. Technology can make it too easy to sit behind a desk staring at weak pipeline reports and wondering why your people aren't making their numbers.  Sales leaders: You have the sales talent. You have the technology. No excuses.   My $.02☕️🐸😎  AR  #MyLinkedInOhTwo #WeDoWhatYouKnowYouShould #AlanRobinson  PS - Many thanks to Dr. Howard Dover and his excellent UTD sales team for putting this together","189","Owner","Business Development","Prof Services","North America","Male","13035","54","1-10","70"
"96856691022895817","My LinkedIn $.02 Thought of the Day (No Excuses Edition)  Last night I had the pleasure of listening to Brian Galicia of Microsoft discuss turning relationships into revenue as he demonstrated MSFTs integration of Office365, Dynamics365 CRM & LinkedIn Sales Navigator at the #UTDSales program Sales Executive Roundtable Series here at UTD.   It really was impressive and enlightening.   As somebody whose first #sales contract was signed on slate with a charcoal pencil by the light of an oil lamp, I was struck by two things: 1) It’s never been easier to get information on prospective Customers into the hands of salespeople. 2) None of it matters without competent salespeople.  And none of it matters without sales leaders who actually adopt these systems and who LEAD their salespeople. Technology makes it too easy to sit behind a desk staring at weak pipeline reports and wondering why your people aren't making their numbers.   My $.02☕️🐸😎  AR  #MyLinkedInOhTwo #WeDoWhatYouKnowYouShould #AlanRobinson  PS - Many thanks to Dr. Howard Dover and his excellent UTD sales team for putting this together.","175","Owner","Business Development","Prof Services","North America","Male","13035","54","1-10","70"
"96856691022895817","My LinkedIn $.02 Thought of the Day (No Excuses Edition)  Last night I had the pleasure of listening to Brian Galicia of Microsoft discuss turning relationships into revenue as he demonstrated MSFTs integration of Office365, Dynamics365 CRM & LinkedIn Sales Navigator at the #UTDSales program Sales Executive Roundtable Series here at UTD.   It really was impressive and enlightening.   As somebody whose first #sales contract was signed on slate with a charcoal pencil by the light of an oil lamp, I was struck by two things: 1) It’s never been easier to get information on prospective Customers into the hands of salespeople. 2) None of it matters without competent salespeople.  And none of it matters without sales leaders who actually adopt these systems and who LEAD their salespeople. Technology makes it too easy to sit behind a desk staring at weak pipeline reports and wondering why your people aren't making their numbers.  Sales leaders: You have the sales talent. You have the technology. No excuses.   My $.02☕️🐸😎  AR  #MyLinkedInOhTwo #WeDoWhatYouKnowYouShould #AlanRobinson  PS - Many thanks to Dr. Howard Dover and his excellent UTD sales team for putting this togeth","188","Owner","Business Development","Prof Services","North America","Male","13035","54","1-10","70"
"102533528696680816","LinkedIn is updating its Sales Navigator tool so that sales teams can target ads to their leads and companies.  https://lnkd.in/dce84Yr","20","Owner","Business Development","Prof Services","North America","Male","1473","74","1-10","73"
"113982723040117479","Sales Navigator: The Tool I Didn’t Know I Needed [Case Study] http://uttley.in/2Ca4Raz #socialselling","13","Owner","Business Development","Prof Services","North America","Male","3681","81","1-10","74"
"75819550573196701","Looking for an alternative to Sales Navigator...regional focus, not national. What tools would you recommend? Asking for a friend... Thank you","21","Owner","Business Development","Prof Services","North America","Male","3497","93","1-10","85"
"81992044238125405","5 Ways to Drive More Qualified Leads With LinkedIn Sales Navigator by Jasmine Sandler","14","Owner","Business Development","Prof Services","North America","Male","1058","71","1-10","72"
"134899244638519875","Marketing Day: Twitter updates, Facebook Ads Reporting & LinkedIn’s Sales Navigator - Here's our recap of what happened in online marketing today, as reported on Marketing Land and other places across the web. The post Marketing Day: Twitter updates, Facebook Ads Reporting & LinkedIn’s Sales Navigator appeared first on Marketing Land. Please visit Marketing Land for the full article.","59","Owner","Business Development","Prof Services","North America","Male","389","66","1-10","43"
"119884239999672874","Social Media - are you using it effectively? Or are you just dabbling at it?  I have personally learned over the past year the potential that tools like LinkedIn have!  With the help of LinkedIn expert,  Brendan Caine, I have really learned how to be more effective and it as made a HUGE difference!  And we're just scratching the surface.  We now want to help you learn how to effectively use LinkedIn too.  Over the next five weeks we are offering five different webinars covering various aspects of how LinkedIn can help you   - develop your brand - expand your professional network - learn about LinkedIn's Premium Service - Sales Navigator - properly develop leads and sales opportunities - and much more ...  For more information about these sessions go to the following link  https://lnkd.in/ejafU8g  or reach out to me via LinkedIn.  Make it an AWESOME day!  #MakingaDfference ","146","Entry","Business Development","Tech & Media","North America","Male","13540","67","1-10","0"
"119884239999672874","Social Media - are you using it effectively? Or are you just dabbling at it?  I have personally learned over the past year the potential that tools like LinkedIn have!  With the help of LinkedIn expert,  Brendan Caine, I have really learned how to be more effective and it as made a HUGE difference!  And we're just scratching the surface.  We now want to help you learn how to effectively use LinkedIn too.  Over the next five weeks we are offering five different webinars covering various aspects of how LinkedIn can help you   - develop your brand - expand your professional network - learn about LinkedIn's Premium Service - Sales Navigator - properly develop leads and sales opportunities - and much more ...  For more information about these sessions go to the following link  https://lnkd.in/ejafU8g  or reach out to me via LinkedIn.  Make it an AWESOME day!  #MakingaDifference ","146","Entry","Business Development","Tech & Media","North America","Male","13540","67","1-10","0"
"108005297446871910","I just started my first free month of LinkedIn Sales Navigator.  I've been a ""for free"" LinkedIn user since signing up.  I view this as a good learning opportunity - particularly working with sales organizations and sale professionals.     I particularly like the idea of flagging leads, key influencers or connections and managing this within LinkedIn itself.  We'll see how it delivers.  At least I'll be able to have an intelligent conversation with other people using this Premium service from LinkedIn.   Now to make it pay for itself...  #JumpstartInnovation  #JSBC AJ Ashley Johnson  Gordon Ginzel  Steve Platt  Crystal Thies  David Gray  Steve McCullough  Jim Gray  ","103","CXO","Business Development","Oil & Energy","North America","Male","4533","67","1-10","72"
"122244661738452930","LinkedIn Sales Navigator or Team?  Is it work the investment?   Any feedback would be greatly appreciated.  Thanks in advance!!!","19","CXO","Business Development","Staffing","North America","Male","4738","62","1-10","76"
"122244661738452930","LinkedIn Sales Navigator or Team?  Is it worth the investment?   Any feedback would be greatly appreciated.  Thanks in advance!!!","19","CXO","Business Development","Staffing","North America","Male","4738","62","1-10","76"
"72368627683400586","New set of capabilities designed to improve your Sales Navigator experience.","11","Owner","Business Development","Prof Services","North America","Male","1651","62","1-10","74"
"127098376827178788","On LinkedIn, you start winning big when you are hard to forget. Remember that depth is far more valuable than width. In other words, the trust you have with your followers is far more valuable than the amount of followers you have. I rather have 100 people that live and breath my content than 2000 people who sort of like my content.   Here’s my 4 step framework to build real relationships and be memorable:  1) Get sales navigator free for 30 days. You can find it at the top right of your home screen where it says, “try premium for free”. In sales navigator, look for an ideal prospect in your ideal industry and send educational content to PEOPLE WITH THE SAME FIRST NAME. Don’t ask for anything in return. Save this group of people.   2) Once you get enough people accepting, make a selfie video thanking them for being in your network and mention their name. Since you’ve connected with people with the same name, you can be personalized, yet scalable. Calling them works well too.   3) Send another educational piece of content mentioning their name again. Now you’re pulling at their heart strings❤️.   4) Ask for an appointment to talk about how you can help each other.   For more, follow Frank Aziz.   Tools of the trade —>","219","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"127098376827178788","On LinkedIn, you start winning big when you are hard to forget. Remember that depth is far more valuable than width. In other words, the trust you have with your followers is far more valuable than the amount of followers you have. I rather have 100 people that live and breath my content than 2000 people who sort of like my content.   Here’s my 4 step framework to build real relationships and be memorable:  1) Get sales navigator free for 30 days. You can find it at the top right of your home screen where it says, “try premium for free”. In sales navigator, look for an ideal prospect in your ideal industry and send educational content to PEOPLE WITH THE SAME FIRST NAME. Don’t ask for anything in return. Save this group of people.   2) Once you get enough people accepting, make a selfie video thanking them for being in your network and mention them by name. Since you’ve connected with people with the same name, you can be personalized, yet scalable. Calling them works well too.   3) Send another educational piece of content mentioning their name again. Now you’re pulling at their heart strings❤️.   4) Ask for an appointment to talk about how you can help each other.   For more, follow Frank Aziz.   Tools of the trade —>","220","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"127098376827178788","On LinkedIn, you start winning big when you are hard to forget. Remember that depth is far more valuable than width. In other words, the trust you have with your followers is far more valuable than the amount of followers you have. I rather have 100 people that live and breath my content than 2000 people who sort of like my content.   Here’s my 4 step framework to build real relationships and be memorable:  1) Get sales navigator free for 30 days. You can find it at the top right of your home screen where it says, “try premium for free”. In sales navigator, look for an ideal prospect in your ideal industry and send educational content. Send this out to 100 Of people with the same name. Don’t ask for anything in return. Save this group of people.   2) Once you get enough people accepting, make a selfie video thanking them for being in your network and mention their name. Since you’ve connected with people with the same name, you can be personalized, yet scalable. Calling them works well too.   3) Send another educational piece of content mentioning their name again. Now you’re pulling at their heart strings❤️.   4) Ask for an appointment to talk about how you can help each other.   For more, follow Frank Aziz.   Tools of the trade —>","223","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"127098376827178788","On LinkedIn, you start winning big when you are hard to forget. Remember that depth is far more valuable than width. In other words, the trust you have with your followers is far more valuable than the amount of followers you have. I rather have 100 people that love and breath my content than 2000 people who sort of like my content.   Here’s my 4 step framework to build real relationships and be memorable:  1) Get sales navigator free for 30 days. You can find it at the top right of your home screen where it says, “try premium for free”. In sales navigator, look for an ideal prospect in your ideal industry and send educational content. Send this out to 100 Of people with the same name. Don’t ask for anything in return. Save this group of people.   2) Once you get enough people accepting, make a selfie video thanking them for being in your network and mention their name. Since you’ve connected with people with the same name, you can be personalized, yet scalable. Calling them works well too.   3) Send another educational piece of content mentioning their name again. Now you’re pulling at their heart strings❤️.   4) Ask for an appointment to talk about how you can help each other.   For more, follow Frank Aziz.   Tools of the trade —>","223","Owner","Business Development","Prof Services","North America","Male","19284","74","1-10","79"
"97916841365654695","My favorite Sales Navigator feature is that it keeps track both of the profiles that I've viewed and those that I've saved and makes those tags searchable. This is a real time saver because of how many profiles that I view for the first time. #RealSales","46","Owner","Business Development","Prof Services","North America","Male","1121","70","1-10","0"
"98619266207283515","LinkedIn recently announced new updates to Sales Navigator.  Previously, there were two versions of Sales Navigator: Professional and Team.  If you’re an individual rep, Professional is still the best choice -- you can keep tabs on your leads and accounts, not to mention search for your next sales role.  If you belong to a sales team, Team is probably ideal. High-powered sales organizations now have a third option: Enterprise.","69","Owner","Business Development","Prof Services","North America","Male","3207","62","1-10","73"
"98619266207283515","The key to B2B selling efficiency lies in three outcomes: shorter sales cycles, better qualified leads, and a higher percentage of business closed.   LinkedIn Sales Navigator power users been able to achieve the aforementioned results when it comes to cutting down the sales cycle and better qualifying leads. Here are some tips on how they did it.","57","Owner","Business Development","Prof Services","North America","Male","3207","62","1-10","73"
"134858562303351972","LinkedIn Introduced Free Sales Navigator Lite for Gmail","8","Owner","Business Development","Aero & Auto","North America","Male","593","61","1-10","0"
"135904285683517425","It's mostly a tool for having you buy the Sales Navigator membership, but it might give you an insight on how you are doing on LinkedIn.  https://lnkd.in/gGKXtPG","26","CXO","Business Development","Prof Services","North America","Male","16214","74","1-10","83"
"135904285683517425","It's mostly a tool for having you by the Sales Navigator membership, but it might give you an insight on how you are doing on LinkedIn.  https://lnkd.in/gGKXtPG","26","CXO","Business Development","Prof Services","North America","Male","16214","74","1-10","83"
"142140665796112338","The only magic bullet that I've seen in prospecting is brand. Meaning - as you build a reputation for yourself, people will begin to frequently reach out to you to become clients. This happens because they see your name on trusted media sites, their friends refer you, they see you on social media, etc. To get to this point, there is no trick. It's just quantity x quality, with a heavy dose of patience. In my experience, someone who is scaling high quality and genuine touches will not fail at new business development over time.   Here are some examples of touches I like to use: - Cold call a lot! - Write a handwritten card to 100 people in your target market asking for advice on your offering - Build a vertically targeted email list of 10,000 people using LinkedIn Sales Navigator and Email Hunter...ask if ""XYZ Pain / ABC Opportunity"" are relevant for them right now  - Leverage a graphic designer (ex. Katie Wohlwend) to design printed notecards for you that you can hand sign and address. Send 1,000 of these to your target market, and follow up with a calendar invite asking for a time to speak (if you want me to send you the tool I built for this, just message me)  - Record a personal video for 50 prospects, send a private YouTube link in a LinkedIn connection request  #happyhunting","233","CXO","Business Development","Prof Services","North America","Male","3278","68","1-10","73"
"128766459459856721","Zoho Announces Partnership with LinkedIn to Bring Sales Navigator to Zoho CRM | Business Wire http://ow.ly/uPlL30dPfsg #crm #linkedin #zoho","19","CXO","Business Development","Tech & Media","North America","Male","1457","73","1-10","82"
"93233120371018458","Get a comprehensive view of your customers in Microsoft Dynamics GP with the Sales Navigator Module [Video Demo]","18","Partner","Business Development","Prof Services","North America","Male","2450","78","1-10","68"
"134851457041771942","One important investment we recommend you make in 2018: LinkedIn Premium Business or LinkedIn Sales Navigator  What are the key benefits? * Grow Your Professional Network The Right Way * Discover New Professionals In Your Target Market * Connect With Decision Makers Who Help You Grow * Get Found When Prospects Search On LinkedIn * Send Important Messages To Prospects Or Connections    Sales Navigator also provides a powerful set of search capabilities, improved visibility into extended networks, and personalized algorithms to help you reach the right decision maker.  Remember, it's not the size of your network that matters. It's the quality of your relationships that makes a big difference.  We also recommend oGoing Pro along with LinkedIn to help grow your business visibility online, get featured on oGoing and LinkedIn, and build pertinent offline relationships. Ask me about oGoing Pro and how it can take your business to the next level on peanuts.   Have an awesome 2018!!","157","CXO","Business Development","Tech & Media","North America","Male","6705","87","1-10","76"
"112371435928731621","Does anyone know someone who works with LinkedIn Sales Navigator? I have a question about having multiple people in my organization using Sales Nav.","24","CXO","Business Development","Prof Services","North America","Male","3396","65","1-10","61"
"136890028530681635","#B2B companies- make sure you take advantage of LinkedIn's Sales Navigator tool to do the legwork for you. It'll free up time for you to close deals","27","CXO","Business Development","Prof Services","North America","Male","15417","79","1-10","75"
"75819550573196701","Great to see sales leaders recognize the power of Seamless.ai + LinkedIn Sales Navigator. Brandon Bornancin, people are talking about you!","21","Owner","Business Development","Prof Services","North America","Male","3497","93","1-10","85"
"79975251208307736","9 LinkedIn Lead Generation Hacks You’ll Use http://buff.ly/2rnMo7L  1) Nail the Basics Hack 2) Turbocharge Sales Navigator Hack 3) Customized Messages Hack 4) Hyper-Targeting Hack 5) Long Form Content Hack 6) LinkedIn Companies Hack 7) Data Mining Hack 8) Company Page Updates Hack 9) Inbound Leads Hack","47","Owner","Business Development","Prof Services","North America","Male","6095","54","1-10","52"
"85144429138585023","How many of my LinkedIn connections use LinkedIn's Sales Navigator? If you do, how useful is it and how have you used it to your advantage?","26","Senior","Community and Social Services","Gov/Edu/Non-P","North America","Male","2403","74","1-10","75"
"143974479241617923","I am often asked if LinkedIn Premium & Sales Navigator are worth the upgrade. The answer is always ""It depends..."" If you are maximising your free version, you will know when the time is right to upgrade, as it is becomes worth the investment. This new feature provided by LinkedIn might just be one more benefit that tips you over the edge.","62","CXO","Marketing","Gov/Edu/Non-P","Europe","Male","3261","80","1-10","87"
"140221673082595971","“Should I use LinkedIn Sales Navigator?”  I get asked this Question all the time & my honest answer is ‘it depends’.  That sounds like sitting on the fence, but like all ‘tools’ one doesn’t need it unless it adds value.   Sure it’s only c.£69/month and IF needed it can blast 🚀 major results. If not, it’s just a cost.   Do you use the Premium LinkedIn tools?   #sales #linkedin #navigators #value","70","Senior","Marketing","Prof Services","Europe","Male","5436","78","1-10","82"
"117986428837854411","Compare LinkedIn Sales Navigator vs Autoklose 2018 | FinancesOnline","9","Senior","Marketing","Prof Services","Asia","Male","4974","81","1-10","0"
"117986428837854411","Compare LinkedIn Sales Navigator vs Autoklose 2018 | FinancesOnline","9","Senior","Marketing","Prof Services","Asia","Male","4974","81","1-10","0"
"100048036426609902","Decided to cancel linkedin premium sales navigator.  So many bugs, issues after the updates earlier this year. Weird policy, I feel really disappointed, as Linkedin was so good before being acquired by youknowho.","33","Director","Sales","Prof Services","Europe","Male","489","59","1-10","55"
"89837272183020118","Who's the best Sales Navigator trainer on here? ","8","Entry","Sales","Prof Services","Europe","Male","1866","66","1-10","82"
"143313232803847210","Build consensus for your deals using Dynamics 365 with LinkedIn Sales Navigator. http://ow.ly/tZR230dHGov #CRM #MSDyn365","15","VP","Sales","Tech & Media","North America","Male","1483","77","1-10","82"
"90009577706570934","What’s the future of Sales Navigator? Lots of great stuff!   Bravo to Doug Camplejohn and his team. The future looks very bright for #sales people.","25","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"90009577706570934","Get the most out of your Sales Navigator Licenses with Brynne Tillman’s 7-step process! #socialselling #sales #LinkedIn","17","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"90009577706570934","Check it out! How LinkedIn Sales Navigator Sheds Light on ROI https://lnkd.in/ewCHqTy ~ @LinkedInSelling #Sales","15","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"90009577706570934","Sales Navigator Success Stories from Europe [Video]   Take special notice - NONE are kill shots - all are adding value to earn a #sales conversation later on","27","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"90009577706570934","Check it out! How Three Companies Decipher Proof Through Sales Navigator https://lnkd.in/esgbYxc ~ @LinkedInSelling #Sales","15","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"90009577706570934","Zoho CRM plus LinkedIn Sales Navigator equals ??   Interesting partnership. I wonder which CRM will integrate next?","17","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"90009577706570934","Thinking about buying LinkedIn Sales Navigator?  Stop thinking about it.  Do it. Now!!  Terrific rationale laid out well for all #sales people.","22","Senior","Sales","Prof Services","North America","Male","9900","79","1-10","85"
"137262686817478753","If you've been missing Rapportive on gmail you now have a solution - Sales Navigator Lite for Gmail","18","Director","Education","Prof Services","North America","Male","2231","74","1-10","71"
"74577896080852150","How add tags and search for tags in Sales Navigator https://lnkd.in/g4wktth","11","Senior","Media and Communication","Prof Services","North America","Male","15663","80","1-10","84"
"74577896080852150","Here's a comparison of #LinkedIn accounts and Sales Navigator features http://bit.ly/2j2E1Gk","11","Senior","Media and Communication","Prof Services","North America","Male","15663","80","1-10","84"
"74826428202833499","LinkedIn Sales Navigator keeps making improvements.  #LinkedIn #SalesNavigator #SocialSelling","9","Senior","Marketing","Prof Services","North America","Male","4852","74","1-10","87"
"74826428202833499","LinkedIn Sales Navigator keeps making improvements. http://ow.ly/tXRj30ijjbB  #LinkedIn #SalesNavigator #SocialSelling","10","Senior","Marketing","Prof Services","North America","Male","4852","74","1-10","87"
"74826428202833499","New features are being added to LinkedIn Sales Navigator.","9","Senior","Marketing","Prof Services","North America","Male","4852","74","1-10","87"
"74826428202833499","New features are being added to LinkedIn Sales Navigator.","9","Senior","Marketing","Prof Services","North America","Male","4852","74","1-10","87"
"115187093594736501","Imagine all of your #sales tools working together. Learn how BlueJeans envisions the ultimate in #meetings with LinkedIn Sales Navigator.","20","Senior","Marketing","Prof Services","North America","Male","844","73","1-10","54"
"74826428202833499","Look forward to sharing tips on how sales pros can use LinkedIn including a peak at Sales Navigator. https://lnkd.in/eQrs69F","19","Senior","Marketing","Prof Services","North America","Male","4852","74","1-10","87"
"75608690947360852","Who wants to cobble together data across Salesforce, Slack, LinkedIn Sales Navigator and beyond? DemandBase's latest release is bringing it all together:  http://b2bnn.co/bFG73dV","23","CXO","Marketing","Prof Services","North America","Male","574","72","1-10","45"
"114599002115364248","If you're having trouble prospecting for your ideal client profiles on LinkedIn, check out our guide on leveraging LinkedIn Sales Navigator and contact building tools to amass a large database.   http://bit.ly/2qj5dGn","31","Entry","Marketing","Prof Services","North America","Male","420","75","1-10","33"
"125311111665481856","Sales Navigator: The Tool I Didn’t Know I Needed [Case Study]","11","Director","Unknown","Prof Services","Europe","Male","604","62","1-10","56"
"129050036649963354","5 Ways to Drive More Qualified Leads With LinkedIn Sales Navigator  LinkedIn isn’t just growing. It’s improving – and will continue to do so.  Purchased by Microsoft last year, LinkedIn has proven to be quite the beneficiary of the software giant’s global distribution platform; it reached 500 million users in April.","51","Director","Unknown","Prof Services","Europe","Male","1874","67","1-10","0"
"121285032538146881","Does your dealership sell more than just copiers? If so you’re probably just like one of your prospects that’s using an old analog, black & white, copier when their business needs would significantly benefit from a new digital, color, copier. Perhaps you are using more than one CRM or frustratingly trying to get your copier centric CRM to do things it was never designed to do? If you sell more than copiers you know what I mean. That is where Microsoft’s Dynamics 365 for Sales and Falcon’s copier industry add on to it can solve your challenges. You then get a copier industry customization built into a platform that can also handle any other type of CRM need you might have. To get ahead of the competition your dealership needs the power of Microsoft’s integrated set of business systems all working together.  Dynamics 365, Office 365, Linked In, Sales Navigator, Gamification, Enterprise Mobility, Power BI, Azure and much more.  Contact me if you want to learn more about this or any of our offerings!","174","VP","Sales","Tech & Media","North America","Male","1350","61","1-10","63"
"121285032538146881","Does your dealership sells more than just copiers? If so you’re probably just like one of your prospects that’s using an old analog, black & white, copier when their business needs would significantly benefit from a new digital, color, copier. Perhaps you are using more than one CRM or frustratingly trying to get your copier centric CRM to do things it was never designed to do? If you sell more than copiers you know what I mean. That is where Microsoft’s Dynamics 365 for Sales and Falcon’s copier industry add on to it can solve your challenges. You then get a copier industry customization built into a platform that can also handle any other type of CRM need you might have. To get ahead of the competition your dealership needs the power of Microsoft’s integrated set of business systems all working together.  Dynamics 365, Office 365, Linked In, Sales Navigator, Gamification, Enterprise Mobility, Power BI, Azure and much more.  Contact me if you want to learn more about this or any of our offerings!","174","VP","Sales","Tech & Media","North America","Male","1350","61","1-10","63"
"121285032538146881","Here is part 2 of our video series on LinkedIn, Sales Navigator & CRM integration specifically for the Office Equipment Industry.  Learn how these tools can help your teams prospecting efforts!  Part 1 of this video series goes over the basics & pricing.  Part 2 demonstrates it in action. ","49","VP","Sales","Tech & Media","North America","Male","1350","61","1-10","63"
"137375665024239432","Marketing Day: Twitter updates, Facebook Ads Reporting & LinkedIn's Sales Navigator  Here's our recap of what happened in online marketing today, as reported on Marketing Land and other places across the web.  >> https://goo.gl/LE5BMy","34","Entry","Engineering","Tech & Media","Europe","Male","113","54","1-10","29"
"74520312251512177","My favourite Chrome add-on Rapportive is rebranded as LinkedIn Sales Navigator. With this little trick, you can use it as a standalone app to view the LinkedIn profile behind any email address outside Gmail","34","Entry","Engineering","Tech & Media","Asia","Male","237","76","1-10","44"
"140563428110326845","#SocialSkim: LinkedIn's New Sales Navigator, Snapchat's Transformative Feature: 11 Stories This Week","12","Senior","Engineering","Tech & Media","Asia","Male","637","59","1-10","39"
"126600914185425793","Get Daily Briefs with a Revamped Sales Navigator Mobile App","10","Owner","Business Development","Tech & Media","Europe","Male","10159","70","1-10","64"
"126600914185425793","Everything You Need to Know About #LinkedIn Sales Navigator Enterprise","10","Owner","Business Development","Tech & Media","Europe","Male","10159","70","1-10","64"
"126600914185425793","Everything You Need to Know About #LinkedIn Sales Navigator Enterprise","10","Owner","Business Development","Tech & Media","Europe","Male","10159","70","1-10","64"
"126600914185425793","Get Daily Briefs with a Revamped Sales Navigator Mobile App","10","Owner","Business Development","Tech & Media","Europe","Male","10159","70","1-10","64"
"126600914185425793","How To Unlock Your LinkedIn Sales Navigator Investment","7","Owner","Business Development","Tech & Media","Europe","Male","10159","70","1-10","64"
"95270652722250023","Sales Navigator Success Stories: Tech and Professional Services [Video]","9","Owner","Business Development","Prof Services","Europe","Male","3275","66","1-10","85"
"77664440383353656","Is Linkedin sales navigator really worth the money.  I am just about to complete the free months trial. Out of 16 in mails sent 81% have not been read  Out of the remaining 19% that has been read only 1 person took the time to reply, even if it was a negative response.  Am I missing something or do people just not bother with their inmails or is it just because although they have a profile on linkedin they do not go on it ","84","VP","Business Development","Prof Services","Europe","Male","664","65","1-10","62"
"75519959503338121","⚡️[HOW TO]⚡️ . 5 Steps to Creating Targeted #Content on #LinkedIn Using the Sales Navigator . . https://goo.gl/gZUtUh","18","VP","Business Development","Prof Services","Europe","Male","14055","69","1-10","80"
"86435278454345706","5 Steps to Creating Targeted Content on LinkedIn Using the Sales Navigator","12","Owner","Business Development","Prof Services","Europe","Male","6643","71","1-10","72"
"116730755794258424","According to Linked In Sales navigator I rank in the top 1% on linked in for my social selling index. #reasons why you let #professionals help you #raise #capital // #GlobalCapitalNetwork #2030Ventures #2030 #GCN","34","CXO","Business Development","Finance & Ins.","North America","Male","5698","77","1-10","76"
